Health Facility Code,Health Facility Code Short,Facility Name,Old Health Facility Name 1,Old Health Facility Name 2,Old Health Facility Name 3,Facility Major Type,Health Facility Type,Ownership Major Classification,Ownership Sub-Classification for Government facilities,Ownership Sub-Classification for private facilities,Street Name and #,Building name and #,Region Name,Region PSGC,Province Name,Province PSGC,City/Municipality Name,City/Municipality PSGC,Barangay Name,Barangay PSGC,Zip Code,Landline Number,Landline Number 2,Fax Number,Email Address,Alternate Email Address,Official Website,Service Capability,Bed Capacity,Licensing Status,License Validity Date,Latitude,Longitude,Geocoding Status
DOH000000000022910,22910,TUMANA HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,BAGONG FARMERS 1 AVENUE, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",1374000000,CITY OF MARIKINA,1380700000,TUMANA,1380700016, ,+63 029431286, , , , , ,,0, ,,14.64946485,120.956698,Geocoded
DOH000000000022923,22923,GLORIA RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,MIMAROPA REGION,1700000000,ORIENTAL MINDORO,1705200000,GLORIA,1705206000,MALIGAYA (POB.),1705206017,5209,+63 432843243, , ,gloriarhu@yahoo.com, , ,,0, ,,,,Error
DOH000000000022925,22925,VILLAMOR HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,MANLUNAS STREET VILLAMOR AIRBASE, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1376000000,PASAY CITY,1381100000,BARANGAY 183,1381100183,1309,+63 028519707, , , , , ,,0, ,,14.5310144,121.0045378,Geocoded
DOH000000000023017,23017,IBAYO HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,700 NATIVIDAD STREET, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1376000000,CITY OF TAGUIG,1381500000,IBAYO-TIPAS,1381500006, , , , , , , ,,0, ,,14.6804924,120.5369868,Geocoded
DOH000000000023037,23037,SOUTH SIGNAL HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,"FRIENDSHIP STREET, ZONE 6", ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1376000000,CITY OF TAGUIG,1381500000,CENTRAL SIGNAL VILLAGE,1381500013, , , , , , , ,,0, ,,14.50402885,121.0565148,Geocoded
DOH000000000023076,23076,NAUJAN RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,MIMAROPA REGION,1700000000,ORIENTAL MINDORO,1705200000,NAUJAN,1705208000,SANTIAGO,1705208062,5204,+63 432083424, , ,naujanhealthoffice@yahoo.com, , ,,0, ,,,,Error
DOH000000000023419,23419,PABLO N. MARQUEZ MEMORIAL HEALTH AND DIAGNOSTIC CENTER,BOAC RURAL HEALTH UNIT I,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,T. ROQUE STREET,,MIMAROPA REGION,1700000000,MARINDUQUE,1704000000,BOAC (CAPITAL),1704001000,ISOK I (POB.),1704001061,4900,+63 427540079,,,mhoboac@yahoo.com,,,,0, ,,,,Error
DOH000000000023420,23420,BOAC RURAL HEALTH UNIT II,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,MIMAROPA REGION,1700000000,MARINDUQUE,1704000000,BOAC (CAPITAL),1704001000,BANTAY,1704001012,4900,,,,julieanmalubag@gmail.com,mhoboac@yahoo.com,,,0, ,,,,Error
DOH000000000023668,23668,CAPAS RURAL HEALTH UNIT III,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,BLK 35,,REGION III (CENTRAL LUZON),300000000,TARLAC,306900000,CAPAS,306904000,CRISTO REY,306904025,2315,,,,capasrhu@yahoo.com.ph,,,,0, ,,15.3330563,120.5912775,Geocoded
DOH000000000023669,23669,BALANGA RURAL HEALTH UNIT III,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,M.H. DEL PILAR STREET,,REGION III (CENTRAL LUZON),300000000,BATAAN,300800000,CITY OF BALANGA (CAPITAL),300803000,CUPANG PROPER,300803008,2100,+63 472370754,,,balanga.rhu3@gmail.com,,,,0, ,,,,Error
DOH000000000023670,23670,BAMBAN RURAL HEALTH UNIT II (NINOY AQUINO HEALTH CENTER), , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, ,BAMBAN RURAL HEALTH UNIT II,REGION III (CENTRAL LUZON),30000000,TARLAC,30690000,BAMBAN,30690200,SAN ROQUE,306902013,2317, , , ,rhu2bamban@gmail.com,rgplealmd1077@outlook.com, ,,0, ,,,,Error
DOH000000000023671,23671,BAMBAN RURAL HEALTH UNIT I, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,DAPDAP,BAMBAN RHU I,REGION III (CENTRAL LUZON),300000000,TARLAC,306900000,BAMBAN,306902000,SAN NICOLAS (POB.),306902010,2317, , , ,rgplealmd1077@outlook.com,bambanrhu1@gmail.com, ,,0, ,,,,Error
DOH000000000023673,23673,SAN ISIDRO RURAL HEALTH UNIT II,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION IV-A (CALABARZON),400000000,BATANGAS,401000000,BATANGAS CITY (CAPITAL),401005000,SAN ISIDRO,401005090,4200,+63 437239146,,,,,,,0, ,,15.03785605,120.6458129,Geocoded
DOH000000000023674,23674,ALANGILAN RURAL HEALTH UNIT III,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,BEREDO COMPOUND,,REGION IV-A (CALABARZON),400000000,BATANGAS,401000000,BATANGAS CITY (CAPITAL),401005000,ALANGILAN,401005001,4200,+63 439848784,,,,,,,0, ,,,,Error
DOH000000000023675,23675,TABANGAO AMBULONG RURAL HEALTH UNIT IV, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION IV-A (CALABARZON),400000000,BATANGAS,401000000,BATANGAS CITY (CAPITAL),401005000,TABANGAO AMBULONG,401005107,4200,+63 434024751, , , , , ,,0, ,,,,Error
DOH000000000023676,23676,PALLOCAN KANLURAN RURAL HEALTH UNIT VI,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION IV-A (CALABARZON),400000000,BATANGAS,401000000,BATANGAS CITY (CAPITAL),401005000,PALLOCAN KANLURAN,401005051,4200,,,,,,,,0, ,,,,Error
DOH000000000023682,23682,DOÑA ISABEL C. CLIMACO HEALTH CENTER,SANTA MARIA HEALTH CENTER AND LYING-IN,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,GOVERNOR RAMOS STREET,,REGION IX (ZAMBOANGA PENINSULA),900000000,ZAMBOANGA DEL SUR,931700000,CITY OF ZAMBOANGA,931700000,SANTA MARIA,931700076,7000,,,,annefabley@yahoo.com/ precy_balano@yahoo,,,,0, ,,,,Error
DOH000000000023683,23683,CALARIAN HEALTH CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION IX (ZAMBOANGA PENINSULA),900000000,ZAMBOANGA DEL SUR,931700000,CITY OF ZAMBOANGA,931700000,CALARIAN,931700019,7000,,,,,,,,0, ,,,,Error
DOH000000000023684,23684,STAR APPLE HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,STAR APPLE DRIVE, ,REGION IX (ZAMBOANGA PENINSULA),900000000,ZAMBOANGA DEL SUR,931700000,CITY OF ZAMBOANGA,931700000,BALIWASAN,931700004,7000, , , , , , ,,0, ,,7.92269,123.77605,Geocoded
DOH000000000023685,23685,GUIWAN HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,"ZONE 3, BONGAINVILLA STREET", ,REGION IX (ZAMBOANGA PENINSULA),900000000,ZAMBOANGA DEL SUR,931700000,CITY OF ZAMBOANGA,931700000,GUIWAN,931700031,7000, , , , , , ,,0, ,,,,Error
DOH000000000023730,23730,PARI-AN HEALTH CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,SIKATUNA STREET,,REGION VII (CENTRAL VISAYAS),700000000,CEBU,730600000,CITY OF CEBU (CAPITAL),730600000,PARI-AN,730600054,6000,,,,,,,,0, ,,11.5466064,122.7390176,Geocoded
DOH000000000023731,23731,MABOLO HEALTH CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,REGLA STREET,,REGION VII (CENTRAL VISAYAS),700000000,CEBU,730600000,CITY OF CEBU (CAPITAL),730600000,MABOLO,730600046,6000,+63 322661767,,,,,,,0, ,,,,Error
DOH000000000023732,23732,BANTAYAN RURAL HEALTH UNIT II,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,RIZAL STREET,,REGION VII (CENTRAL VISAYAS),700000000,CEBU,702200000,BANTAYAN,702209000,BINAOBAO (POB.),702209004,6052,+63 323525283,,+63 323525283,samanthatinsay@gmail.com,,,,0, ,,,,Error
DOH000000000023739,23739,LUZ HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,ARCHBISHOP REYES AVENUE, ,REGION VII (CENTRAL VISAYAS),700000000,CEBU,730600000,CITY OF CEBU (CAPITAL),730600000,LUZ,730600044,6000, , , , , , ,,0, ,,10.3236716,123.9062045,Geocoded
DOH000000000023740,23740,MABINAY RURAL HEALTH UNIT II,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION VII (CENTRAL VISAYAS),700000000,NEGROS ORIENTAL,704600000,MABINAY,704614000,LUMBANGAN,704614020,6207,,,,rhu2lumbangan@gmail.com,,,,0, ,,,,Error
DOH000000000024037,24037,PAROLA HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,AREA B PAROLA PIER II TONDO, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",1380600000,TONDO I/II,1380601000,BARANGAY 20,1380601020, ,+63 029842345, , , , , ,,0, ,,,,Error
DOH000000000025587,25587,V AND G DISTRICT HEALTH CENTER,V AND G HEALTH CENTER,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION VIII (EASTERN VISAYAS),800000000,LEYTE,831600000,CITY OF TACLOBAN (CAPITAL),831600000,BARANGAY 109,831600134,6500,,,,vandgdhc@gmail.com,,,,0, ,,,,Error
DOH000000000025712,25712,STRIKE SA SERBISYO CITY HEALTH UNIT VI (QUEENS ROW),QUEENS ROW MAIN HEALTH CENTER,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,BLOCK 1 LOT 2 SANTAN STREET,,REGION IV-A (CALABARZON),400000000,CAVITE,402100000,CITY OF BACOOR,402103000,QUEENS ROW WEST,402103028,4102,+63 46436-1626,,,,,,,0, ,,,,Error
DOH000000000025698,25698,STRIKE SA SERBISYO LYING-IN AND HEALTH CENTER (GREEN VALLEY),GREEN VALLEY HEALTH CENTER,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,M. ALVAREZ EXTENSION,,REGION IV-A (CALABARZON),400000000,CAVITE,402100000,CITY OF BACOOR,402103000,MOLINO II,402103045,4102,+63 464172253,,,abby_buging05@yahoo.com,,,,0, ,,,,Error
DOH000000000025700,25700,STRIKE SA SERBISYO CITY HEALTH UNIT V (MOLINO III),MOLINO III MAIN HEALTH CENTER,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,MALINIS COMPOUND,,REGION IV-A (CALABARZON),400000000,CAVITE,402100000,CITY OF BACOOR,402103000,MOLINO III,402103046,4102,,,,rubilyn.s@yahoo.com,,,,0, ,,,,Error
DOH000000000025695,25695,STRIKE SA SERBISYO LYING-IN AND CITY HEALTH UNIT IV,BAYANAN MAIN HEALTH CENTER,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,MOLINO I,SAGIP BUHAY RECOVERY AND CITY HEALTH CENTER BUILDING,REGION IV-A (CALABARZON),400000000,CAVITE,402100000,CITY OF BACOOR,402103000,BAYANAN,402103004,4102,+63 46437-1560,,,bayananchu@yahoo.com,,,,0, ,,,,Error
DOH000000000025691,25691,MALAY MUNICIPAL HEALTH OFFICE, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION VI (WESTERN VISAYAS),600000000,AKLAN,600400000,MALAY,600412000,BALABAG,600412002,5608,+63 362885624, ,+63 362884254,mhoannexboracay@yahoo.com, , ,,0, ,,,,Error
DOH000000000025810,25810,KATUPARAN HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PAG-ASA STREET, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1376000000,CITY OF TAGUIG,1381500000,KATUPARAN,1381500021, , , , , , , ,,0, ,,14.51615235,121.0609883,Geocoded
DOH000000000025762,25762,CAVITE SOCIAL HYGIENE CLINIC, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,F. DELA CRUZ STREET, ,REGION IV-A (CALABARZON),400000000,CAVITE,402100000,CITY OF CAVITE,402105000,BARANGAY 39,402105033,4100, , , , , , ,,0, ,,14.4379577,120.9277636,Geocoded
DOH000000000025788,25788,SANTA CRUZ HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,ALEJANDRO STREET, ,REGION IV-A (CALABARZON),400000000,CAVITE,402100000,CITY OF CAVITE,402105000,BARANGAY 12,402105005,4100, , , , , , ,,0, ,,15.12939215,120.5690779,Geocoded
DOH000000000025811,25811,SAN MIGUEL HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,SEAGULL AVENUE, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1376000000,CITY OF TAGUIG,1381500000,SAN MIGUEL,1381500026, , , , , , , ,,0, ,,14.98188445,120.6476881,Geocoded
DOH000000000025814,25814,FORT BONIFACIO HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,SITIO 3 AT THE BACK OF THE NATIONAL NUTRITION COUNCIL, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1376000000,CITY OF TAGUIG,1381500000,FORT BONIFACIO,1381500020, , , , , , , ,,0, ,,,,Error
DOH000000000025815,25815,CAA-D HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,SAGING STREET, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1376000000,CITY OF LAS PI?AS,1380200000,B. F. INTERNATIONAL VILLAGE,1380200011, , , , , , , ,,0, ,,,,Error
DOH000000000025822,25822,BLOCK 39 (WELFAREVILLE) HEALTH CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,BLOCK 39,,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",1374000000,CITY OF MANDALUYONG,1380500000,ADDITION HILLS,1380500001,1550,,,,,,,,0, ,,,,Error
DOH000000000025974,25974,RURAL HEALTH UNIT I BARANGAY 2 HEALTH CENTER,LAOAG CITY RURAL HEALTH UNIT I, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,A.G. TUPAZ STREET, ,REGION I (ILOCOS REGION),100000000,ILOCOS NORTE,102800000,CITY OF LAOAG (CAPITAL),102812000,"BGY. NO. 2, SANTA JOAQUINA (POB.)",102812074,2900, , , , , , ,,0, ,,,,Error
DOH000000000026090,26090,LIBMANAN RURAL HEALTH UNIT III,CAMBALIDIO BARANGAY HEALTH STATION,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION V (BICOL REGION),500000000,CAMARINES SUR,501700000,LIBMANAN,501718000,VILLADIMA,501718078,4407,,,,rhu3libmanan@gmail.com,,,,0, ,,,,Error
DOH000000000026616,26616,PARDO HEALTH CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,N. BACALSO AVENUE,,REGION VII (CENTRAL VISAYAS),700000000,CEBU,730600000,CITY OF CEBU (CAPITAL),730600000,PARDO (POB.),730600053,6000,+63 322726645,,,,,,,0, ,,,,Error
DOH000000000026617,26617,PUNTA PRINCESA HEALTH CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION VII (CENTRAL VISAYAS),700000000,CEBU,730600000,CITY OF CEBU (CAPITAL),730600000,PUNTA PRINCESA,730600062,6000,+63 324178247,,,,,,,0, ,,10.2921362,123.87649,Geocoded
DOH000000000026651,26651,BAMBANG RURAL HEALTH UNIT I,BULACAN RURAL HEALTH UNIT I, , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION III (CENTRAL LUZON),300000000,BULACAN,301400000,BULACAN,301405000,BAMBANG,301405003,3017, , , , , , ,,0, ,,,,Error
DOH000000000026652,26652,CITY OF MALOLOS RURAL HEALTH UNIT V,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION III (CENTRAL LUZON),300000000,BULACAN,301400000,CITY OF MALOLOS (CAPITAL),301410000,LUGAM,301410028,3000,,,,,,,,0, ,,,,Error
DOH000000000026653,26653,CITY OF MALOLOS RURAL HEALTH UNIT VI,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION III (CENTRAL LUZON),300000000,BULACAN,301400000,CITY OF MALOLOS (CAPITAL),301410000,BANGKAL,301410008,3000,,,,,,,,0, ,,,,Error
DOH000000000026654,26654,MEYCAUAYAN CITY HEALTH UNIT V,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,STREET PETER PHASE 3B,,REGION III (CENTRAL LUZON),300000000,BULACAN,301400000,CITY OF MEYCAUAYAN,301412000,PEREZ,301412019,3020,,,,,,,,0, ,,,,Error
DOH000000000026655,26655,MEYCAUAYAN CITY HEALTH UNIT VI,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,SAN DIEGO STREET,,REGION III (CENTRAL LUZON),300000000,BULACAN,301400000,CITY OF MEYCAUAYAN,301412000,BANCAL,301412003,3020,,,,,,,,0, ,,,,Error
DOH000000000026656,26656,SAN JOSE CITY RURAL HEALTH UNIT IV,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,"ZONE 6, SAN JOSE- LUPAO ROAD",,REGION III (CENTRAL LUZON),300000000,NUEVA ECIJA,304900000,SAN JOSE CITY,304926000,SANTO NI?O 1ST,304926030,3121,,,,leilanimanguerra05@gmail.com,,,,0, ,,,,Error
DOH000000000026735,26735,BULA RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,ZONE 7, ,REGION XII (SOCCSKSARGEN),1200000000,SOUTH COTABATO,1230800000,CITY OF GENERAL SANTOS,1230800000,BULA,1230800005,9500, , , , , , ,,0, ,,,,Error
DOH000000000026736,26736,LAGAO MAIN HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,TIONGSON STREET, ,REGION XII (SOCCSKSARGEN),1200000000,SOUTH COTABATO,1230800000,CITY OF GENERAL SANTOS,1230800000,LAGAO,1230800011,9500, , , , , , ,,0, ,,,,Error
DOH000000000026800,26800,LIGAYA RURAL HEALTH UNIT SOUTH EXTENSION,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,ZONE 1,,MIMAROPA REGION,1700000000,OCCIDENTAL MINDORO,1705100000,SABLAYAN,1705109000,LIGAYA,1705109008,5104,,,,dgariola@gmail.com,,,,0, ,,,,Error
DOH000000000027011,27011,ALFONSO LISTA RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,ALFONSO LISTA MUNICIPAL COMPOUND,,CORDILLERA ADMINISTRATIVE REGION (CAR),1400000000,IFUGAO,1402700000,ALFONSO LISTA,1402707000,SANTA MARIA,1402707017,3608,,,,,,,,0,<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>,,,,Error
DOH000000000027141,27141,EAST DISTRICT HEALTH OFFICE,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION V (BICOL REGION),500000000,SORSOGON,506200000,CITY OF SORSOGON (CAPITAL),506216000,SAN JUAN,506216032,4700,+63 562112277,,,,,,,0, ,,,,Error
DOH000000000027142,27142,WEST DISTRICT HEALTH OFFICE, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION V (BICOL REGION),500000000,SORSOGON,506200000,CITY OF SORSOGON (CAPITAL),506216000,TUGOS,506216037,4700, , , , , , ,,0, ,,,,Error
DOH000000000027348,27348,BUNAWAN RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION XIII (CARAGA),1600000000,AGUSAN DEL SUR,1600300000,BUNAWAN,1600302000,SAN TEODORO,1600302010,8506,+63 852662512,,+63 852662502,generosecarmona@yahoo.com,,,,0, ,,,,Error
DOH000000000027349,27349,ESPERANZA MUNICIPAL HEALTH OFFICE, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION XIII (CARAGA),1600000000,AGUSAN DEL SUR,1600300000,ESPERANZA,1600303000,POBLACION,1600303019,8513, , , , , , ,,0, ,,,,Error
DOH000000000027361,27361,CABADBARAN CITY HEALTH OFFICE, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK 1, ,REGION XIII (CARAGA),1600000000,AGUSAN DEL NORTE,1600200000,CITY OF CABADBARAN,1600203000,POBLACION 5,1600203028,8605,+63 858182048, , , , , ,,0, ,,9.1194798,125.534759,Geocoded
DOH000000000027362,27362,LUNA DISTRICT BIRTHING HOME AND TB DOTS CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION XIII (CARAGA),1600000000,SURIGAO DEL NORTE,1606700000,CITY OF SURIGAO (CAPITAL),1606724000,LUNA,1606724026,8400,+63 862318441, , , , , ,,0, ,,,,Error
DOH000000000027365,27365,LA PAZ MUNICIPAL HEALTH OFFICE AND REPRODUCTIVE HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION XIII (CARAGA),1600000000,AGUSAN DEL SUR,1600300000,LA PAZ,1600304000,POBLACION,1600304006,8508, , , , , , ,,0, ,,,,Error
DOH000000000027371,27371,LORETO RURAL HEALTH UNIT AND REPRODUCTIVE HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION XIII (CARAGA),1600000000,AGUSAN DEL SUR,1600300000,LORETO,1600305000,POBLACION,1600305005,8507, , , , , , ,,0, ,,,,Error
DOH000000000027433,27433,JABONGA MUNICIPAL HEALTH OFFICE,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK 2,,REGION XIII (CARAGA),1600000000,AGUSAN DEL NORTE,1600200000,JABONGA,1600205000,POBLACION,1600205011,8607,,,,njgalido2485@gmail.com,,,,0, ,,,,Error
DOH000000000027441,27441,LAS NIEVES RURAL HEALTH UNIT, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION XIII (CARAGA),1600000000,AGUSAN DEL NORTE,1600200000,LAS NIEVES,1600207000,POBLACION,1600207011,8610, , , , , , ,,0, ,,,,Error
DOH000000000027515,27515,CAGDIANAO MUNICIPAL HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,D. LITANG STREET, ,REGION XIII (CARAGA),1600000000,DINAGAT ISLANDS,1608500000,CAGDIANAO,1608502000,POBLACION,1608502008,8411, , , , , , ,,0, ,,,,Error
DOH000000000027521,27521,DINAGAT RURAL HEALTH UNIT,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,T. EDERA STREET,,REGION XIII (CARAGA),1600000000,DINAGAT ISLANDS,1608500000,DINAGAT,1608503000,WHITE BEACH (POB.),1608503012,8412,+63 852326577,,,,,,,0, ,,10.065549,125.5969249,Geocoded
DOH000000000027529,27529,SAN JOSE RURAL HEALTH UNIT,DON RUBEN HEALTH CENTER,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,PUROK 2,,REGION XIII (CARAGA),1600000000,DINAGAT ISLANDS,1608500000,SAN JOSE (CAPITAL),1608506000,DON RUBEN ECLEO,1608506003,8427,,,,,,,,0, ,,6.07030055,125.0234998,Geocoded
DOH000000000027612,27612,CAPOOCAN MAIN HEALTH CENTER II,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION VIII (EASTERN VISAYAS),800000000,SAMAR,806000000,CITY OF CALBAYOG,806003000,CAPOOCAN,806003043,6710,,,,cho_calbayog@yahoo.com,belle7202@yahoo.com,,,0,<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>,,,,Error
DOH000000000027654,27654,LABANGAL RURAL HEALTH UNIT,LABANGAL MAIN HEALTH CENTER,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,,,REGION XII (SOCCSKSARGEN),1200000000,SOUTH COTABATO,1230800000,CITY OF GENERAL SANTOS,1230800000,LABANGAL,1230800012,9500,,,,,,,,0, ,,,,Error
DOH000000000027709,27709,WASHINGTON DISTRICT HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,M. ORTIZ STREET, ,REGION XIII (CARAGA),1600000000,SURIGAO DEL NORTE,1606700000,CITY OF SURIGAO (CAPITAL),1606724000,WASHINGTON (POB.),1606724068,8400,+63 868268345, , , , , ,,0, ,,,,Error
DOH000000000027867,27867,UMINGAN RURAL HEALTH UNIT II, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION I (ILOCOS REGION),100000000,PANGASINAN,105500000,UMINGAN,105544000,CABARUAN,105544011,2443, , , , , , ,,0, ,,,,Error
DOH000000000027871,27871,SOUTHVILLE HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,SOUTHVILLE 3 POBLACION, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1376000000,CITY OF MUNTINLUPA,1380800000,POBLACION,1380800005, , , , , , , ,,0, ,,14.3736833,121.02383,Geocoded
DOH000000000027877,27877,CENTRAL SIGNAL HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,ZONE II, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1376000000,CITY OF TAGUIG,1381500000,CENTRAL SIGNAL VILLAGE,1381500013, , , , , , , ,,0, ,,14.50402885,121.0565148,Geocoded
DOH000000000027879,27879,SAN ANDRES HEALTH CENTER, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,,1313 WESA STREET, ,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",1380600000,MALATE,1380610000,BARANGAY 738,1380610052, ,+63 025427896, , , , , ,,0, ,,14.57313645,120.9987011,Geocoded
DOH000000000027884,27884,BUHAY MAHALAGA HEALTH CENTER,,,,Health Facility,Rural Health Unit,Government,Local Government Unit,,ARELLANO STREET,,NATIONAL CAPITAL REGION (NCR),1300000000,"NCR, CITY OF MANILA, FIRST DISTRICT (NOT A PROVINCE)",1380600000,SANTA ANA,1380614000,BARANGAY 776,1380614032,,,,,,,,,0, ,,14.5741248,121.0095309,Geocoded
DOH000000000027898,27898,AGNO RURAL HEALTH UNIT II, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION I (ILOCOS REGION),100000000,PANGASINAN,105500000,AGNO,105501000,MAGSAYSAY,105501011,2408, , , , , , ,,0, ,,,,Error
DOH000000000027910,27910,URDANETA CITY HEALTH OFFICE III, , , ,Health Facility,Rural Health Unit,Government,Local Government Unit,, , ,REGION I (ILOCOS REGION),100000000,PANGASINAN,105500000,CITY OF URDANETA,105546000,LABIT PROPER,105546019,2428, , , , , , ,,0, ,,,,Error
